simp_word,trad_word,freq,pinyin
轿车,轎車,1424796,jiao che
二手车,二手車,1112665,er shou che
新车,新車,824358,xin che
摩托车,摩托車,635529,mo tuo che
用车,用車,574181,yong che
熊猫,熊貓,547034,xiong mao
车展,車展,520508,che zhan
模具,模具,501372,mu ju
仪表,儀表,434898,yi biao
一汽,一汽,396127,yi qi
遥控,遙控,363210,yao kong
零部件,零部件,360012,ling bu jian
全保,全保,346211,quan bao
奥迪,奧迪,326960,ao di
制动,制動,322143,zhi dong
星光,星光,283843,xing guang
马自达,馬自達,268085,ma zi da
牵引,牽引,267810,qian yin
扭矩,扭矩,266823,niu ju
霸道,霸道,256877,ba dao
加油站,加油站,231838,jia you zhan
雅阁,雅閣,186698,ya ge
多普达,多普達,180147,duo pu da
指挥官,指揮官,161861,zhi hui guan
试驾,試駕,153699,shi jia
驾校,駕校,151105,jia xiao
比亚迪,比亞迪,147538,bi ya di
铃木,鈴木,144083,ling mu
雷诺,雷諾,137332,lei nuo
无畏,無畏,134195,wu wei
幻影,幻影,130315,huan ying
磨合,磨合,129255,mo he
越野车,越野車,126663,yue ye che
风华,風華,125223,feng hua
跃进,躍進,107550,yue jin
林肯,林肯,100281,lin ken
北京现代,北京現代,99890,bei jing xian dai
新车型,新車型,99322,xin che xing
乐风,樂風,99164,le feng
展馆,展館,94800,zhan guan
油品,油品,89877,you pin
电瓶,電瓶,85500,dian ping
东风日产,東風日產,83309,dong feng ri chan
多宝,多寶,83061,duo bao
金鹰,金鷹,81091,jin ying
飞碟,飛碟,80370,fei die
汽车零部件,汽車零部件,77561,qi che ling bu jian
推车,推車,75208,tui che
中国二手车城,中國二手車城,75033,zhong guo er shou che cheng
蒙迪欧,蒙迪歐,74946,meng di ou
熄火,熄火,67504,xi huo
前保,前保,66741,qian bao
排放标准,排放標準,65601,pai fang biao zhun
野马,野馬,64462,ye ma
斯柯达,斯柯達,64091,si ke da
如虎,如虎,63744,ru hu
尾灯,尾燈,60438,wei deng
诺亚,諾亞,59479,nuo ya
排放量,排放量,841,pai fang liang
乐骋,樂騁,52194,le cheng
斯巴鲁,斯巴魯,51137,si ba lu
新凯,新凱,51033,xin kai
金牛座,金牛座,50659,jin niu zuo
猎豹,獵豹,48451,lie bao
中高级车,中高級車,48325,zhong gao ji che
自动挡,自動擋,47398,zi dong dang
自动变速箱,自動變速箱,46909,zi dong bian su xiang
犀牛,犀牛,46120,xi niu
新凯越,新凱越,45766,xin kai yue
拖车,拖車,45621,tuo che
欧陆,歐陸,45327,ou lu
计程车,計程車,44724,ji cheng che
汽车价格,汽車價格,41505,qi che jia ge
挡风玻璃,擋風玻璃,40925,dang feng bo li
奥克斯,奧克斯,39557,ao ke si
讴歌,謳歌,36576,ou ge
奥德赛,奧德賽,36172,ao de sai
碳纤维,碳纖維,35428,tan xian wei
东风悦达,東風悅達,35007,dong feng yue da
东风本田,東風本田,34937,dong feng ben tian
战斧,戰斧,34924,zhan fu
东风悦达起亚,東風悅達起亞,34385,dong feng yue da qi ya
挑战者,挑戰者,33958,tiao zhan zhe
品牌汽车,品牌汽車,33587,pin pai qi che
奥丁,奧丁,33267,ao ding
嘉华,嘉華,33136,jia hua
标枪,標槍,30930,biao qiang
高档轿车,高檔轎車,29726,gao dang jiao che
天津一汽,天津一汽,29372,tian jin yi qi
千斤顶,千斤頂,28702,qian jin ding
梅赛德斯,梅賽德斯,27788,mei sai de si
强音,強音,27744,qiang yin
手动变速箱,手動變速箱,26975,shou dong bian su xiang
真空泵,真空泵,25805,zhen kong beng
欧宝,歐寶,25253,ou bao
凌志,凌志,25166,ling zhi
颐达,頤達,25093,yi da
小灯,小燈,25058,xiao deng
戴姆勒,戴姆勒,23939,dai mu lei
汽车销售服务,汽車銷售服務,23802,qi che xiao shou fu wu
汽车贸易,汽車貿易,23490,qi che mao yi
一汽马自达,一汽馬自達,23136,yi qi ma zi da
休闲车,休閒車,22990,xiu xian che
被动安全,被動安全,22646,bei dong an quan
盖板,蓋板,22062,gai ban
逍客,逍客,21788,xiao ke
一汽轿车,一汽轎車,21157,yi qi jiao che
仪表台,儀表臺,20818,yi biao tai
小排量汽车,小排量汽車,19699,xiao pai liang qi che
酷路泽,酷路澤,19653,ku lu ze
老爷车,老爺車,19421,lao ye che
汽车俱乐部,汽車俱樂部,19392,qi che ju le bu
腿部空间,腿部空間,19347,tui bu kong jian
肖子,肖子,19346,xiao zi
源动力,源動力,19133,yuan dong li
热板,熱板,18744,re ban
玩车,玩車,18304,wan che
进气格栅,進氣格柵,18203,jin qi ge zha
铆钉,鉚釘,18008,mao ding
工位,工位,17230,gong wei
发动机转速,發動機轉速,17139,fa dong ji zhuan su
甩尾,甩尾,16852,shuai wei
英菲尼迪,英菲尼迪,16639,ying fei ni di
鼓风机,鼓風機,16427,gu feng ji
汽车销售服务有限公司,汽車銷售服務有限公司,16274,qi che xiao shou fu wu you xian gong si
部分车型,部分車型,16272,bu fen che xing
改款车,改款車,16102,gai kuan che
公路客运,公路客運,15999,gong lu ke yun
大众中国,大衆中國,15448,da zhong zhong guo
头部空间,頭部空間,15076,tou bu kong jian
砂纸,砂紙,14927,sha zhi
德尔福,德爾福,14915,de er fu
新爱丽舍,新愛麗舍,14810,xin ai li she
全球定位系统,全球定位系統,14702,quan qiu ding wei xi tong
汽车营销,汽車營銷,14509,qi che ying xiao
年度车,年度車,14391,nian du che
颂歌,頌歌,14343,song ge
远舰,遠艦,14324,yuan jian
山地车,山地車,14312,shan di che
华夏二手车,華夏二手車,14222,hua xia er shou che
利欧,利歐,13981,li ou
镀锌板,鍍鋅板,13640,du xin ban
安源,安源,13406,an yuan
防爆膜,防爆膜,12890,fang bao mo
托架,托架,12572,tuo jia
维修厂,維修廠,12558,wei xiu chang
领航员,領航員,12279,ling hang yuan
大包围,大包圍,12200,da bao wei
乙炔,乙炔,12181,yi gui
前围,前圍,12085,qian wei
练习曲,練習曲,11858,lian xi qu
驾校一点通,駕校一點通,11613,jia xiao yi dian tong
逃遁,逃遁,11428,tao dun
制动液,制動液,11134,zhi dong ye
止回阀,止回閥,11090,zhi hui fa
车展期间,車展期間,11041,che zhan qi jian
倒模,倒模,11026,dao mo
风挡玻璃,風擋玻璃,10934,feng dang bo li
伽马,伽馬,10738,ga ma
轮定位,輪定位,10717,lun ding wei
电解液,電解液,10604,dian jie ye
动力转向,動力轉向,10555,dong li zhuan xiang
轮距,輪距,10467,lun ju
真空管,真空管,10394,zhen kong guan
陆地巡洋舰,陸地巡洋艦,10139,lu di xun yang jian
志翔,志翔,10130,zhi xiang
别克凯越,別克凱越,10125,bie ke kai yue
前挡风玻璃,前擋風玻璃,10058,qian dang feng bo li
恒温空调,恆溫空調,9948,heng wen kong tiao
支持环,支持環,9888,zhi chi huan
膜片,膜片,9805,mo pian
汽车贸易有限公司,汽車貿易有限公司,9803,qi che mao yi you xian gong si
应急灯,應急燈,9616,ying ji deng
业界动态,業界動態,9486,ye jie dong tai
浙江汽车网,浙江汽車網,9258,zhe jiang qi che wang
新能源车,新能源車,8812,xin neng yuan che
测试机,測試機,8696,ce shi ji
手动豪华,手動豪華,8689,shou dong hao hua
布加迪,布加迪,8649,bu jia di
牵引力控制系统,牽引力控制系統,8647,qian yin li kong zhi xi tong
长安马自达,長安馬自達,8572,chang an ma zi da
昌河铃木,昌河鈴木,8526,chang he ling mu
违章查询,違章查詢,8502,wei zhang cha xun
中华骏捷,中華駿捷,8482,zhong hua jun jie
前风挡,前風擋,8441,qian feng dang
下护,下護,8420,xia hu
高位刹车,高位剎車,8211,gao wei sha che
四轮定位,四輪定位,8160,si lun ding wei
高位刹车灯,高位剎車燈,8067,gao wei sha che deng
连接管,連接管,8003,lian jie guan
达路,達路,7841,da lu
温度传感器,溫度傳感器,7837,wen du chuan gan qi
车载电话,車載電話,7791,che zai dian hua
贾新光,賈新光,7728,jia xin guang
上海大众斯柯达,上海大衆斯柯達,7687,shang hai da zhong si ke da
自动豪华,自動豪華,7383,zi dong hao hua
大切诺基,大切諾基,7353,da qie nuo ji
摩托车配件,摩托車配件,7233,mo tuo che pei jian
指南者,指南者,7227,zhi nan zhe
通用别克,通用別克,7039,tong yong bie ke
北汽控股,北汽控股,6850,bei qi kong gu
接地线,接地線,6788,jie di xian
冷媒,冷媒,6771,leng mei
远光灯,遠光燈,6730,yuan guang deng
无钥匙,無鑰匙,6702,wu yao shi
前格栅,前格柵,6657,qian ge zha
直列四缸,直列四缸,6652,zhi lie si gang
卤素灯,鹵素燈,6621,lu su deng
纸巾盒,紙巾盒,6577,zhi jin he
轿车化,轎車化,6510,jiao che hua
遥控钥匙,遙控鑰匙,6486,yao kong yao shi
西耶那,西耶那,6340,xi ye na
中国汽车技术研究中心,中國汽車技術研究中心,6275,zhong guo qi che ji shu yan jiu zhong xin
四缸发动机,四缸發動機,6274,si gang fa dong ji
轮眉,輪眉,6164,lun mei
没有现车,沒有現車,6071,mei you xian che
中国汽车网,中國汽車網,6063,zhong guo qi che wang
空气清新剂,空氣清新劑,6018,kong qi qing xin ji
液位计,液位計,5992,ye wei ji
装饰灯,裝飾燈,5954,zhuang shi deng
锁芯,鎖芯,5901,suo xin
前后保险杠,前後保險槓,5883,qian hou bao xian gang
内后视镜,內後視鏡,5812,nei hou shi jing
侧围,側圍,5805,ce wei
路况下,路況下,5799,lu kuang xia
中低音,中低音,5793,zhong di yin
蒙迪欧致胜,蒙迪歐致勝,5759,meng di ou zhi sheng
危险货物运输,危險貨物運輸,5751,wei xian huo wu yun shu
奇骏,奇駿,5745,qi jun
螺帽,螺帽,5743,luo mao
陆风汽车,陸風汽車,5715,lu feng qi che
新佳乐,新佳樂,5706,xin jia le
防眩目,防眩目,5662,fang xuan mu
前照灯,前照燈,5654,qian zhao deng
被动安全性,被動安全性,5448,bei dong an quan xing
转弯半径,轉彎半徑,5429,zhuan wan ban jing
品牌二手车,品牌二手車,5368,pin pai er shou che
高速过弯,高速過彎,5274,gao su guo wan
巴黎车展,巴黎車展,5264,ba li che zhan
驾驶员座椅,駕駛員座椅,5251,jia shi yuan zuo yi
随动转向,隨動轉向,5236,sui dong zhuan xiang
周末风,週末風,5102,zhou mo feng
梅甘娜,梅甘娜,5048,mei gan na
电喷发动机,電噴發動機,5044,dian pen fa dong ji
生产工艺技术,生產工藝技術,5008,sheng chan gong yi ji shu
派喜,派喜,4914,pai xi
乱穿马路,亂穿馬路,4901,luan chuan ma lu
车载冰箱,車載冰箱,4897,che zai bing xiang
电子制动力分配系统,電子制動力分配系統,4756,dian zi zhi dong li fen pei xi tong
普利茅斯,普利茅斯,4655,pu li mao si
隔热材料,隔熱材料,4629,ge re cai liao
座椅靠背,座椅靠背,4617,zuo yi kao bei
伊兰特悦动,伊蘭特悅動,4609,yi lan te yue dong
后风挡,後風擋,4602,hou feng dang
上海通用别克,上海通用別克,4576,shang hai tong yong bie ke
缺陷产品,缺陷產品,4575,que xian chan pin
点火线圈,點火線圈,4476,dian huo xian quan
仿桃木,仿桃木,4470,fang tao mu
清障车,清障車,4449,qing zhang che
牛腿,牛腿,4389,niu tui
手动空调,手動空調,4304,shou dong kong tiao
四轮碟刹,四輪碟剎,4288,si lun die sha
中盖,中蓋,4256,zhong gai
铅块,鉛塊,4255,qian kuai
最小离地间隙,最小離地間隙,4239,zui xiao li di jian xi
一汽奥迪,一汽奧迪,4212,yi qi ao di
风骏,風駿,4207,feng jun
全球鹰,全球鷹,4149,quan qiu ying
圆镜,圓鏡,4123,yuan jing
小排量轿车,小排量轎車,4086,xiao pai liang jiao che
燃烧过程,燃燒過程,3923,ran shao guo cheng
亚星客车,亞星客車,3870,ya xing ke che
江南奥拓,江南奧拓,3843,jiang nan ao tuo
长丰猎豹,長豐獵豹,3792,zhang feng lie bao
车载电脑,車載電腦,3782,che zai dian nao
保险杆,保險桿,3732,bao xian gan
中国汽车工程学会,中國汽車工程學會,3711,zhong guo qi che gong cheng xue hui
缸内直喷,缸內直噴,3706,gang nei zhi pen
紧凑车型,緊湊車型,3611,jin cou che xing
标志灯具,標誌燈具,3578,biao zhi deng ju
直接驱动,直接驅動,3566,zhi jie qu dong
长城哈弗,長城哈弗,3536,chang cheng ha fu
赛拉图欧风,賽拉圖歐風,3528,sai la tu ou feng
旅行轿车,旅行轎車,3517,lv xing jiao che
座椅加热,座椅加熱,3517,zuo yi jia re
第一汽车集团公司,第一汽車集團公司,3515,di yi qi che ji tuan gong si
前风挡玻璃,前風擋玻璃,3488,qian feng dang bo li
两前,兩前,3478,liang qian
新嘉年华,新嘉年華,3452,xin jia nian hua
陆风风华,陸風風華,3288,lu feng feng hua
三角带,三角帶,3273,san jiao dai
转子发动机,轉子發動機,3248,zhuan zi fa dong ji
新奥德赛,新奧德賽,3231,xin ao de sai
汽车消费信贷,汽車消費信貸,3222,qi che xiao fei xin dai
电焊条,電焊條,3212,dian han tiao
经营处,經營處,3206,jing ying chu
复仇女神,復仇女神,3190,fu chou nv shen
手拉葫芦,手拉葫蘆,3162,shou la hu lu
欧菲莱斯,歐菲萊斯,3120,ou fei lai si
行业法规,行業法規,3103,hang ye fa gui
制动灯,制動燈,3092,zhi dong deng
北京国际汽车展览会,北京國際汽車展覽會,3086,bei jing guo ji qi che zhan lan hui
后挡风玻璃,後擋風玻璃,3080,hou dang feng bo li
陆霸,陸霸,3059,lu ba
排挡杆,排擋杆,3044,pai dang gan
汽车影音,汽車影音,2951,qi che ying yin
组合表,組合表,2908,zu he biao
双面胶带,雙面膠帶,2828,shuang mian jiao dai
新大地,新大地,2815,xin da di
汽车零部件有限公司,汽車零部件有限公司,2765,qi che ling bu jian you xian gong si
预紧式安全带,預緊式安全帶,2734,yu jin shi an quan dai
车门把手,車門把手,2665,che men ba shou
风阀,風閥,2662,feng fa
英格尔,英格爾,2637,ying ge er
隔热板,隔熱板,2612,ge re ban
分动箱,分動箱,2586,fen dong xiang
水温表,水溫表,2578,shui wen biao
试驾后,試駕後,2566,shi jia hou
兰德酷路泽,蘭德酷路澤,2524,lan de ku lu ze
恒温控制,恆溫控制,2517,heng wen kong zhi
低扭,低扭,2485,di niu
检查发动机,檢查發動機,2479,jian cha fa dong ji
行星齿轮,行星齒輪,2478,xing xing chi lun
合叶,合葉,2475,he ye
华晨中华,華晨中華,2466,hua chen zhong hua
特黑,特黑,2420,te hei
路帝,路帝,2384,lu di
轿车发动机,轎車發動機,2376,jiao che fa dong ji
印度斯坦,印度斯坦,2366,yin du si tan
车体结构,車體結構,2361,che ti jie gou
汽车维修技术,汽車維修技術,2344,qi che wei xiu ji shu
离去角,離去角,2254,li qu jiao
蓝牌车,藍牌車,2203,lan pai che
老车主,老車主,2168,lao che zhu
轮间,輪間,2143,lun jian
珠海国际赛车场,珠海國際賽車場,2137,zhu hai guo ji sai che chang
中大汽车,中大汽車,2067,zhong da qi che
驾驶员侧,駕駛員側,2061,jia shi yuan ce
圆锥滚子轴承,圓錐滾子軸承,2060,yuan zhui gun zi zhou cheng
电动玻璃,電動玻璃,2059,dian dong bo li
车载电台,車載電臺,2008,che zai dian tai
空调滤芯,空調濾芯,1992,kong tiao lv xin
东风康明斯,東風康明斯,1968,dong feng kang ming si
翱龙,翱龍,1963,ao long
江铃陆风,江鈴陸風,1943,jiang ling lu feng
车载导航系统,車載導航系統,1924,che zai dao hang xi tong
整车及零部件,整車及零部件,1913,zheng che ji ling bu jian
马来西亚大奖赛,馬來西亞大獎賽,1902,ma lai xi ya da jiang sai
前翼子板,前翼子板,1895,qian yi zi ban
超级维特拉,超級維特拉,1890,chao ji wei te la
阿斯顿马丁,阿斯頓馬丁,1890,a si dun ma ding
东风小康,東風小康,1882,dong feng xiao kang
试乘试驾车,試乘試駕車,1847,shi cheng shi jia che
制动钳,制動鉗,1838,zhi dong qian
车门玻璃,車門玻璃,1832,che men bo li
猎豹飞腾,獵豹飛騰,1817,lie bao fei teng
雷诺方程式,雷諾方程式,1814,lei nuo fang cheng shi
大型车展,大型車展,1809,da xing che zhan
叶子板,葉子板,1792,ye zi ban
内饰材料,內飾材料,1787,nei shi cai liao
合成机油,合成機油,1783,he cheng ji you
后风窗,後風窗,1751,hou feng chuang
标的车,標的車,1747,biao di che
飞行家,飛行家,1725,fei xing jia
纽博格林,紐博格林,1693,niu bo ge lin
锋范,鋒範,1690,feng fan
侧转向灯,側轉向燈,1685,ce zhuan xiang deng
功能关闭,功能關閉,1684,gong neng guan bi
非承载式车身,非承載式車身,1683,fei cheng zai shi che shen
该车主,該車主,1682,gai che zhu
防眩目后视镜,防眩目後視鏡,1678,fang xuan mu hou shi jing
戴姆勒克莱斯勒,戴姆勒克萊斯勒,1672,dai mu lei ke lai si lei
易熄火,易熄火,1658,yi xi huo
道奇凯领,道奇凱領,1655,dao qi kai ling
丰田陆地巡洋舰,豐田陸地巡洋艦,1629,feng tian lu di xun yang jian
汽车挡风玻璃,汽車擋風玻璃,1627,qi che dang feng bo li
凸缘,凸緣,1609,tu yuan
霍根海姆赛道,霍根海姆賽道,1608,huo gen hai mu sai dao
四轮定位仪,四輪定位儀,1607,si lun ding wei yi
幸福使者,幸福使者,1597,xing fu shi zhe
抗磨剂,抗磨劑,1595,kang mo ji
长城轿车,長城轎車,1587,chang cheng jiao che
车内后视镜,車內後視鏡,1586,che nei hou shi jing
电源转换器,電源轉換器,1580,dian yuan zhuan huan qi
汽车遥控,汽車遙控,1567,qi che yao kong
后制动,後製動,1560,hou zhi dong
叶片泵,葉片泵,1559,ye pian beng
下护板,下護板,1545,xia hu ban
克莱斯勒大捷龙,克萊斯勒大捷龍,1541,ke lai si lei da jie long
汽车覆盖件,汽車覆蓋件,1530,qi che fu gai jian
江铃集团,江鈴集團,1528,jiang ling ji tuan
汽车抛锚,汽車拋錨,1496,qi che pao mao
水砂纸,水砂紙,1494,shui sha zhi
日产逍客,日產逍客,1492,ri chan xiao ke
前置发动机,前置發動機,1491,qian zhi fa dong ji
无钥匙启动,無鑰匙啓動,1489,wu yao shi qi dong
后风挡玻璃,後風擋玻璃,1483,hou feng dang bo li
随车工具,隨車工具,1462,sui che gong ju
危险报警闪光灯,危險報警閃光燈,1447,wei xian bao jing shan guang deng
上海大众斯柯达明锐,上海大衆斯柯達明銳,1434,shang hai da zhong si ke da ming rui
前制动,前制動,1420,qian zhi dong
前排侧气囊,前排側氣囊,1419,qian pai ce qi nang
必比登,必比登,1395,bi bi deng
乔丹车队,喬丹車隊,1393,qiao dan che dui
保温隔热材料,保溫隔熱材料,1368,bao wen ge re cai liao
上止点,上止點,1366,shang zhi dian
点火钥匙,點火鑰匙,1356,dian huo yao shi
拖曳臂式,拖曳臂式,1351,tuo ye bi shi
不锈钢阀,不鏽鋼閥,1339,bu xiu gang fa
舍弗勒集团,舍弗勒集團,1335,she fu lei ji tuan
挡圈,擋圈,1312,dang quan
郑州日产帕拉丁,鄭州日產帕拉丁,1308,zheng zhou ri chan pa la ding
福特福克斯两厢,福特福克斯兩廂,1305,fu te fu ke si liang xiang
电路短路,電路短路,1304,dian lu duan lu
收放机,收放機,1304,shou fang ji
摇窗,搖窗,1297,yao chuang
表面缺陷,表面缺陷,1293,biao mian que xian
林肯领航员,林肯領航員,1284,lin ken ling hang yuan
影音网,影音網,1283,ying yin wang
固铂,固鉑,1278,gu bo
分频点,分頻點,1277,fen pin dian
双离合变速器,雙離合變速器,1274,shuang li he bian su qi
钢背,鋼背,1268,gang bei
奥克斯汽车,奧克斯汽車,1259,ao ke si qi che
清洁能源汽车,清潔能源汽車,1257,qing jie neng yuan qi che
吉利熊猫,吉利熊貓,1246,ji li xiong mao
羊毛球,羊毛球,1241,yang mao qiu
四川丰田,四川豐田,1240,si chuan feng tian
汽车电子电器,汽車電子電器,1234,qi che dian zi dian qi
行车灯,行車燈,1228,xing che deng
巴林大奖赛,巴林大獎賽,1207,ba lin da jiang sai
来展厅,來展廳,1205,lai zhan ting
阿尔法罗密欧,阿爾法羅密歐,1203,a er fa luo mi ou
高位制动灯,高位制動燈,1191,gao wei zhi dong deng
驰野,馳野,1188,chi ye
温控开关,溫控開關,1165,wen kong kai guan
水温传感器,水溫傳感器,1148,shui wen chuan gan qi
导购专题,導購專題,1147,dao gou zhuan ti
阿尔伯特公园赛道,阿爾伯特公園賽道,1143,a er bo te gong yuan sai dao
嵌条,嵌條,1140,qian tiao
青专,青專,1137,qing zhuan
浙江吉利控股集团,浙江吉利控股集團,1135,zhe jiang ji li kong gu ji tuan
仪表灯,儀表燈,1131,yi biao deng
长安福特福克斯,長安福特福克斯,1130,chang an fu te fu ke si
电器仪表,電器儀表,1113,dian qi yi biao
首次保养,首次保養,1107,shou ci bao yang
桥厂,橋廠,1099,qiao chang
林肯轿车,林肯轎車,1095,lin ken jiao che
空腔注蜡,空腔注蠟,1091,kong qiang zhu la
室盖,室蓋,1085,shi gai
改进剂,改進劑,1074,gai jin ji
铃鹿赛道,鈴鹿賽道,1063,ling lu sai dao
发动机控制单元,發動機控制單元,1063,fa dong ji kong zhi dan yuan
桑塔纳志俊,桑塔納志俊,1054,sang ta na zhi jun
汽车排放标准,汽車排放標準,1044,qi che pai fang biao zhun
宾利欧陆,賓利歐陸,1033,bin li ou lu
湖北汽车工业学院,湖北汽車工業學院,1026,hu bei qi che gong ye xue yuan
木炭汽车,木炭汽車,1019,mu tan qi che
米其林集团,米其林集團,1009,mi qi lin ji tuan
换防冻液,換防凍液,1007,huan fang dong ye
骨架油封,骨架油封,1003,gu jia you feng
饰框,飾框,994,shi kuang
长安志翔,長安志翔,993,chang an zhi xiang
饰盖,飾蓋,989,shi gai
电动助力转向系统,電動助力轉向系統,987,dian dong zhu li zhuan xiang xi tong
纵臂扭转,縱臂扭轉,977,zong bi niu zhuan
汽配公司,汽配公司,977,qi pei gong si
陡坡缓降,陡坡緩降,975,dou po huan jiang
五菱荣光,五菱榮光,955,wu ling rong guang
牌照板,牌照板,947,pai zhao ban
前轮定位,前輪定位,943,qian lun ding wei
长城嘉誉,長城嘉譽,942,chang cheng jia yu
摩雷,摩雷,932,mo lei
安全开关,安全開關,928,an quan kai guan
旅行房车,旅行房車,927,lv xing fang che
牌照框,牌照框,918,pai zhao kuang
小型乘用车,小型乘用車,913,xiao xing cheng yong che
侧窗玻璃,側窗玻璃,909,ce chuang bo li
优卡二手车网,優卡二手車網,905,you ka er shou che wang
铃木北斗星,鈴木北斗星,903,ling mu bei dou xing
无钥匙启动系统,無鑰匙啓動系統,903,wu yao shi qi dong xi tong
转速传感器,轉速傳感器,901,zhuan su chuan gan qi
纽博格林赛道,紐博格林賽道,901,niu bo ge lin sai dao
全时数字轿车,全時數字轎車,901,quan shi shu zi jiao che
自卸货车,自卸貨車,887,zi xie huo che
转向液,轉向液,873,zhuan xiang ye
从动轮,從動輪,872,cong dong lun
露营车,露營車,868,lu ying che
强制通风,強制通風,867,qiang zhi tong feng
下格栅,下格柵,867,xia ge zha
雷诺梅甘娜,雷諾梅甘娜,866,lei nuo mei gan na
储液罐,儲液罐,864,chu ye guan
甲壳虫汽车,甲殼蟲汽車,854,jia qiao chong qi che
